ProjectType,AltProjectName,DQIssues,DQCohort,DQPercent,DQPoints,DQMath,DQPossible,NoIncomeAtEntry,NoIncomeAtEntryCohort,NoIncomeAtEntryMath,NoIncomeAtEntryPercent,NoIncomeAtEntryPoints,NoIncomeAtEntryPossible,NoIncomeAtEntryDQ,ExitsToPH,ExitsToPHMath,ExitsToPHPercent,ExitsToPHPoints,ExitsToPHPossible,ExitsToPHDQ,ExitsToPHCohort,ScoredAtEntry,ScoredAtEntryMath,ScoredAtEntryPercent,ScoredAtEntryPoints,ScoredAtEntryCohort,ScoredAtEntryPossible,ScoredAtEntryDQ,MedHHI,MedianHHIMath,MedianHHICohort,MedianHHIPoints,MedianHHIPossible,MedianHHIDQ,IncreasedIncome,IncreasedIncomeCohort,IncreasedIncomeMath,IncreasedIncomePercent,IncreasedIncomePoints,IncreasedIncomePossible,IncreasedIncomeDQ,AverageLoSMath,AverageLoSCohort,AverageLoSPoints,AverageLoSPossible,AverageLoSDQ,LongTermHomeless,LongTermHomelessPercent,LongTermHomelessPoints,LongTermHomelessMath,LongTermhomelessCohort,LongTermHomelessPossible,LTHomelessDQ,BenefitsAtExitCohort,BenefitsAtExit,BenefitsAtExitMath,BenefitsAtExitPercent,BenefitsAtExitPoints,BenefitsAtExitPossible,BenefitsAtExitDQ,OwnHousingCohort,OwnHousing,OwnHousingMath,OwnHousingPercent,OwnHousingPoints,OwnHousingPossible,OwnHousingDQ,LHResPrior,LHResPriorCohort,LHResPriorMath,LHResPriorPercent,LHResPriorPoints,LHResPriorPossible,LHResPriorDQ,ProjectID,AltProjectID,CostPerExit,DateReceivedPPDocs,HousingFirstScore,ChronicPrioritizationScore,OnTrackSpendingScoring,UnspentFundsScoring,CostPerExitScore,CostPerExitPossible,CostPerExitMath,OnTrackSpendingPossible,OnTrackSpendingMath,UnspentFundsPossible,UnspentFundsMath,HousingFirstPossible,HousingFirstDQ,HousingFirstMath,ChronicPrioritizationDQ,ChronicPrioritizationPossible,ChronicPrioritizationMath
3,Clark - City of Springfield - St. Vincent DePaul SPC - PSH,0,ClientsServed,0,5,0 errors / 5 clients served = 0%,5,1,AdultsEntered,1 had no income at entry / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,4,4 exits to permanent housing or retention in PSH / 4 heads of household = 100%,1,12,12,0,HoHsServedLeavers,1,1 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,4,AdultsMovedIn,4 increased income during their stay / 4 adults who moved into the project's housing = 100%,1,11,11,0,All points granted because this project had 0 leavers who moved into the project's housing,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,0,All points granted because this project had no adult leavers who moved into the project's housing,NaN,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,390,390,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Lorain - HM Housing Development Corp - Faith House II - PSH,0,ClientsServed,0,5,0 errors / 28 clients served = 0%,5,0,AdultsEntered,0 had no income at entry / 2 adults who entered the project during the reporting period = 0%,0,0,10,0,9,9 exits to permanent housing or retention in PSH / 9 heads of household = 100%,1,12,12,0,HoHsServedLeavers,2,2 had a VI-SPDAT score at entry / 2 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,3.5,Median Homeless History Index =  3.5,AdultsEntered,8,10,0,5,AdultsMovedIn,5 increased income during their stay / 8 adults who moved into the project's housing = 62%,0.625,11,11,0,2992 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 2 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,1,1 exited with benefits or health insurance / 1 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,2,AdultsEntered,2 coming from shelter or streets (unsheltered) / 2 adults who entered the project during the reporting period = 100%,1,10,10,0,392,392,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Tuscarawas - ADAMHS Board Shelter Plus Care TRA - PSH,0,ClientsServed,0,5,0 errors / 50 clients served = 0%,5,1,AdultsEntered,1 had no income at entry / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,29,29 exits to permanent housing or retention in PSH / 29 heads of household = 100%,1,12,12,0,HoHsServedLeavers,1,1 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,6,Median Homeless History Index =  6,AdultsEntered,10,10,0,12,AdultsMovedIn,12 increased income during their stay / 36 adults who moved into the project's housing = 33%,0.3333333333333333,11,11,0,1100 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,15,15 exited with benefits or health insurance / 15 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,402,402,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Allen - Allen MHA - Allen Shelter Plus Care Vouchers - PSH,0,ClientsServed,0,5,0 errors / 65 clients served = 0%,5,1,AdultsEntered,1 had no income at entry / 6 adults who entered the project during the reporting period = 17%,0.16666666666666666,0,10,0,36,36 exits to permanent housing or retention in PSH / 53 heads of household = 68%,0.6792452830188679,0,12,0,HoHsServedLeavers,5,5 had a VI-SPDAT score at entry / 6 heads of household who entered the project during the reporting period = 83%,0.8333333333333334,0,HoHsEntered,5,0,5.5,Median Homeless History Index =  5.5,AdultsEntered,9,10,0,22,AdultsMovedIn,22 increased income during their stay / 46 adults who moved into the project's housing = 48%,0.4782608695652174,11,11,0,492 average days,ClientsMovedInLeavers,0,NA,NA,3,0.5,6,3 considered to be long-term homeless / 6 adults entered the project during the reporting period = 50%,AdultsEntered,10,0,AdultMovedInLeavers,10,10 exited with benefits or health insurance / 10 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,4,AdultsEntered,4 coming from shelter or streets (unsheltered) / 6 adults who entered the project during the reporting period = 67%,0.6666666666666666,0,10,0,413,413,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Hocking - Hocking MHA  - Hocking Shelter Plus Care - PSH,0,ClientsServed,0,5,0 errors / 82 clients served = 0%,5,10,AdultsEntered,10 had no income at entry / 19 adults who entered the project during the reporting period = 53%,0.5263157894736842,10,10,0,46,46 exits to permanent housing or retention in PSH / 47 heads of household = 98%,0.9787234042553191,12,12,0,HoHsServedLeavers,17,17 had a VI-SPDAT score at entry / 17 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,3,Median Homeless History Index =  3,AdultsEntered,8,10,0,15,AdultsMovedIn,15 increased income during their stay / 42 adults who moved into the project's housing = 36%,0.35714285714285715,11,11,0,484 average days,ClientsMovedInLeavers,0,NA,NA,7,0.3684210526315789,4,7 considered to be long-term homeless / 19 adults entered the project during the reporting period = 37%,AdultsEntered,10,0,AdultMovedInLeavers,16,16 exited with benefits or health insurance / 16 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,18,AdultsEntered,18 coming from shelter or streets (unsheltered) / 19 adults who entered the project during the reporting period = 95%,0.9473684210526315,10,10,0,418,418,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Logan - Mental Health Drug and Alcohol Board - Mad River/Park - PSH,0,ClientsServed,0,5,0 errors / 20 clients served = 0%,5,0,AdultsEntered,0 had no income at entry / 1 adults who entered the project during the reporting period = 0%,0,0,10,0,5,5 exits to permanent housing or retention in PSH / 5 heads of household = 100%,1,12,12,0,HoHsServedLeavers,0,0 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 0%,0,0,HoHsEntered,5,0,3,Median Homeless History Index =  3,AdultsEntered,8,10,0,2,AdultsMovedIn,2 increased income during their stay / 6 adults who moved into the project's housing = 33%,0.3333333333333333,11,11,0,1634 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,3,3 exited with benefits or health insurance / 3 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,445,445,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Logan - Mental Health Drug and Alcohol Services Board - Logan Champaign Housing - PSH,0,ClientsServed,0,5,0 errors / 35 clients served = 0%,5,6,AdultsEntered,6 had no income at entry / 13 adults who entered the project during the reporting period = 46%,0.46153846153846156,10,10,0,14,14 exits to permanent housing or retention in PSH / 15 heads of household = 93%,0.9333333333333333,12,12,0,HoHsServedLeavers,7,7 had a VI-SPDAT score at entry / 8 heads of household who entered the project during the reporting period = 88%,0.875,0,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,8,AdultsMovedIn,8 increased income during their stay / 20 adults who moved into the project's housing = 40%,0.4,11,11,0,1183 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 13 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,6,6 exited with benefits or health insurance / 7 adult leavers who moved into the project's housing = 86%,0.8571428571428571,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,11,AdultsEntered,11 coming from shelter or streets (unsheltered) / 13 adults who entered the project during the reporting period = 85%,0.8461538461538461,7.5,10,0,462,462,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Medina - Medina MHA - Medina County TRA - PSH,0,ClientsServed,0,5,0 errors / 119 clients served = 0%,5,12,AdultsEntered,12 had no income at entry / 30 adults who entered the project during the reporting period = 40%,0.4,10,10,0,79,79 exits to permanent housing or retention in PSH / 89 heads of household = 89%,0.8876404494382022,9,12,0,HoHsServedLeavers,28,28 had a VI-SPDAT score at entry / 28 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,4,Median Homeless History Index =  4,AdultsEntered,8,10,0,50,AdultsMovedIn,50 increased income during their stay / 76 adults who moved into the project's housing = 66%,0.6578947368421053,11,11,0,1465 average days,ClientsMovedInLeavers,0,NA,NA,9,0.3,4,9 considered to be long-term homeless / 30 adults entered the project during the reporting period = 30%,AdultsEntered,10,0,AdultMovedInLeavers,18,18 exited with benefits or health insurance / 18 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,29,AdultsEntered,29 coming from shelter or streets (unsheltered) / 30 adults who entered the project during the reporting period = 97%,0.9666666666666667,10,10,0,528,528,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Clark - IHN of Clark County - PHSS Program - PSH,0,ClientsServed,0,5,0 errors / 20 clients served = 0%,5,1,AdultsEntered,1 had no income at entry / 3 adults who entered the project during the reporting period = 33%,0.3333333333333333,0,10,0,16,16 exits to permanent housing or retention in PSH / 17 heads of household = 94%,0.9411764705882353,12,12,0,HoHsServedLeavers,3,3 had a VI-SPDAT score at entry / 3 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,11,AdultsMovedIn,11 increased income during their stay / 18 adults who moved into the project's housing = 61%,0.6111111111111112,11,11,0,975 average days,ClientsMovedInLeavers,0,NA,NA,2,0.6666666666666666,6,2 considered to be long-term homeless / 3 adults entered the project during the reporting period = 67%,AdultsEntered,10,0,AdultMovedInLeavers,4,4 exited with benefits or health insurance / 4 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,3,AdultsEntered,3 coming from shelter or streets (unsheltered) / 3 adults who entered the project during the reporting period = 100%,1,10,10,0,542,542,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Trumbull SPC Vouchers Combined,0,ClientsServed,0,5,0 errors / 299 clients served = 0%,5,18,AdultsEntered,18 had no income at entry / 29 adults who entered the project during the reporting period = 62%,0.6206896551724138,10,10,0,154,154 exits to permanent housing or retention in PSH / 155 heads of household = 99%,0.9935483870967742,12,12,0,HoHsServedLeavers,28,28 had a VI-SPDAT score at entry / 28 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,6,Median Homeless History Index =  6,AdultsEntered,10,10,0,51,AdultsMovedIn,51 increased income during their stay / 167 adults who moved into the project's housing = 31%,0.30538922155688625,11,11,0,1114 average days,ClientsMovedInLeavers,0,NA,NA,12,0.41379310344827586,4,12 considered to be long-term homeless / 29 adults entered the project during the reporting period = 41%,AdultsEntered,10,0,AdultMovedInLeavers,31,31 exited with benefits or health insurance / 31 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,28,AdultsEntered,28 coming from shelter or streets (unsheltered) / 29 adults who entered the project during the reporting period = 97%,0.9655172413793104,10,10,0,774,3005,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
8,Jefferson - Coleman Professional Services - Beacon House Safe Haven - SH,2,ClientsServed,0.10526315789473684,0,2 errors / 19 clients served = 11%,5,8,AdultsEntered,8 had no income at entry / 12 adults who entered the project during the reporting period = 67%,0.6666666666666666,10,10,0,9,9 exits to permanent housing / 12 heads of household leavers = 75%,0.75,10,10,0,HoHsServedLeavers,0,0 had a VI-SPDAT score at entry / 12 heads of household who entered the project during the reporting period = 0%,0,0,HoHsEntered,NA,NA,2,Median Homeless History Index =  2,AdultsEntered,7,10,0,3,AdultsMovedIn,3 increased income during their stay / 19 adults who moved into the project's housing = 16%,0.15789473684210525,0,10,0,268 average days,ClientsMovedInLeavers,7.5,10,0,1,0.08333333333333333,0,1 considered to be long-term homeless / 12 adults entered the project during the reporting period = 8%,AdultsEntered,NA,0,AdultMovedInLeavers,10,10 exited with benefits or health insurance / 10 adult leavers who moved into the project's housing = 100%,1,10,10,0,HoHsMovedInLeavers,4,4 exited to their own permanent housing / 9 heads of household leavers who moved into housing = 44%,0.4444444444444444,0,5,0,12,AdultsEntered,12 coming from shelter or streets (unsheltered) / 12 adults who entered the project during the reporting period = 100%,1,10,10,0,559,559,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
13,Licking - LCCH - RROhio - RRH,0,ClientsServed,0,5,0 errors / 1294 clients served = 0%,5,151,AdultsEntered,151 had no income at entry / 355 adults who entered the project during the reporting period = 43%,0.4253521126760563,10,10,0,198,198 exits to permanent housing / 343 heads of household leavers = 58%,0.577259475218659,0,10,0,HoHsServedLeavers,263,263 had a VI-SPDAT score at entry / 267 heads of household who entered the project during the reporting period = 99%,0.9850187265917603,2,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,7,10,0,124,AdultsMovedIn,124 increased income during their stay / 378 adults who moved into the project's housing = 33%,0.328042328042328,10,10,0,158 average days,ClientsMovedInLeavers,10,10,0,29,0.08169014084507042,0,29 considered to be long-term homeless / 355 adults entered the project during the reporting period = 8%,AdultsEntered,NA,0,AdultMovedInLeavers,234,234 exited with benefits or health insurance / 250 adult leavers who moved into the project's housing = 94%,0.936,10,10,0,HoHsMovedInLeavers,175,175 exited to their own permanent housing / 185 heads of household leavers who moved into housing = 95%,0.9459459459459459,5,5,0,350,AdultsEntered,350 coming from shelter or streets (unsheltered) / 355 adults who entered the project during the reporting period = 99%,0.9859154929577465,10,10,0,607,607,NA,NA,0,NA,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,NA,NOT SCORED in 2020 due to COVID-19.
3,Fairfield - LSS of Fairfield County - Shelter Plus Care for Singles - PSH,0,ClientsServed,0,5,0 errors / 34 clients served = 0%,5,5,AdultsEntered,5 had no income at entry / 9 adults who entered the project during the reporting period = 56%,0.5555555555555556,10,10,0,31,31 exits to permanent housing or retention in PSH / 34 heads of household = 91%,0.9117647058823529,12,12,0,HoHsServedLeavers,8,8 had a VI-SPDAT score at entry / 9 heads of household who entered the project during the reporting period = 89%,0.8888888888888888,0,HoHsEntered,5,0,7,Median Homeless History Index =  7,AdultsEntered,10,10,0,15,AdultsMovedIn,15 increased income during their stay / 29 adults who moved into the project's housing = 52%,0.5172413793103449,11,11,0,1074 average days,ClientsMovedInLeavers,0,NA,NA,7,0.7777777777777778,8,7 considered to be long-term homeless / 9 adults entered the project during the reporting period = 78%,AdultsEntered,10,0,AdultMovedInLeavers,4,4 exited with benefits or health insurance / 5 adult leavers who moved into the project's housing = 80%,0.8,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,7,AdultsEntered,7 coming from shelter or streets (unsheltered) / 9 adults who entered the project during the reporting period = 78%,0.7777777777777778,5,10,0,692,692,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Licking - MHA - Shelter Plus Care Vouchers 2 - PSH,0,ClientsServed,0,5,0 errors / 12 clients served = 0%,5,3,AdultsEntered,3 had no income at entry / 4 adults who entered the project during the reporting period = 75%,0.75,10,10,0,11,11 exits to permanent housing or retention in PSH / 12 heads of household = 92%,0.9166666666666666,12,12,0,HoHsServedLeavers,4,4 had a VI-SPDAT score at entry / 4 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,6,Median Homeless History Index =  6,AdultsEntered,10,10,0,1,AdultsMovedIn,1 increased income during their stay / 12 adults who moved into the project's housing = 8%,0.08333333333333333,0,11,0,642 average days,ClientsMovedInLeavers,0,NA,NA,2,0.5,6,2 considered to be long-term homeless / 4 adults entered the project during the reporting period = 50%,AdultsEntered,10,0,AdultMovedInLeavers,2,2 exited with benefits or health insurance / 2 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,4,AdultsEntered,4 coming from shelter or streets (unsheltered) / 4 adults who entered the project during the reporting period = 100%,1,10,10,0,707,707,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Portage - Coleman Professional Services - PSH,27,ClientsServed,0.7714285714285715,0,27 errors / 35 clients served = 77%,5,1,AdultsEntered,1 had no income at entry / 5 adults who entered the project during the reporting period = 20%,0.2,0,10,1,28,28 exits to permanent housing or retention in PSH / 34 heads of household = 82%,0.8235294117647058,5,12,0,HoHsServedLeavers,4,4 had a VI-SPDAT score at entry / 5 heads of household who entered the project during the reporting period = 80%,0.8,0,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,22,AdultsMovedIn,22 increased income during their stay / 33 adults who moved into the project's housing = 67%,0.6666666666666666,0,11,1,2002 average days,ClientsMovedInLeavers,0,NA,NA,1,0.2,2,1 considered to be long-term homeless / 5 adults entered the project during the reporting period = 20%,AdultsEntered,10,0,AdultMovedInLeavers,8,8 exited with benefits or health insurance / 8 adult leavers who moved into the project's housing = 100%,1,0,12,1,HoHsMovedInLeavers,0,,NA,0,NA,NA,4,AdultsEntered,4 coming from shelter or streets (unsheltered) / 5 adults who entered the project during the reporting period = 80%,0.8,7.5,10,0,714,714,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Union - Mental Health Recovery Board - Union County Shelter Plus Care - PSH,0,ClientsServed,0,5,0 errors / 13 clients served = 0%,5,0,AdultsEntered,0 had no income at entry / 1 adults who entered the project during the reporting period = 0%,0,0,10,0,4,4 exits to permanent housing or retention in PSH / 4 heads of household = 100%,1,12,12,0,HoHsServedLeavers,1,1 had a VI-SPDAT score at entry / 1 heads of household who entered the project during the reporting period = 100%,1,5,HoHsEntered,5,0,2,Median Homeless History Index =  2,AdultsEntered,5,10,0,5,AdultsMovedIn,5 increased income during their stay / 6 adults who moved into the project's housing = 83%,0.8333333333333334,11,11,0,1483 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 1 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,3,3 exited with benefits or health insurance / 3 adult leavers who moved into the project's housing = 100%,1,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,1,AdultsEntered,1 coming from shelter or streets (unsheltered) / 1 adults who entered the project during the reporting period = 100%,1,10,10,0,715,715,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Butler County PSH Combined,2,ClientsServed,0.017391304347826087,4,2 errors / 115 clients served = 2%,5,16,AdultsEntered,16 had no income at entry / 20 adults who entered the project during the reporting period = 80%,0.8,10,10,0,78,78 exits to permanent housing or retention in PSH / 79 heads of household = 99%,0.9873417721518988,12,12,0,HoHsServedLeavers,15,15 had a VI-SPDAT score at entry / 16 heads of household who entered the project during the reporting period = 94%,0.9375,2,HoHsEntered,5,0,6,Median Homeless History Index =  6,AdultsEntered,10,10,0,43,AdultsMovedIn,43 increased income during their stay / 91 adults who moved into the project's housing = 47%,0.4725274725274725,11,11,0,1198 average days,ClientsMovedInLeavers,0,NA,NA,9,0.45,4,9 considered to be long-term homeless / 20 adults entered the project during the reporting period = 45%,AdultsEntered,10,0,AdultMovedInLeavers,21,21 exited with benefits or health insurance / 23 adult leavers who moved into the project's housing = 91%,0.9130434782608695,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,18,AdultsEntered,18 coming from shelter or streets (unsheltered) / 20 adults who entered the project during the reporting period = 90%,0.9,10,10,0,719,3000,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Logan - Mental Health Drug and Alcohol Board - Family Housing - PSH,0,ClientsServed,0,5,0 errors / 53 clients served = 0%,5,5,AdultsEntered,5 had no income at entry / 8 adults who entered the project during the reporting period = 62%,0.625,10,10,0,16,16 exits to permanent housing or retention in PSH / 16 heads of household = 100%,1,12,12,0,HoHsServedLeavers,3,3 had a VI-SPDAT score at entry / 6 heads of household who entered the project during the reporting period = 50%,0.5,0,HoHsEntered,5,0,0,Median Homeless History Index =  0,AdultsEntered,0,10,0,8,AdultsMovedIn,8 increased income during their stay / 20 adults who moved into the project's housing = 40%,0.4,11,11,0,460 average days,ClientsMovedInLeavers,0,NA,NA,0,0,0,0 considered to be long-term homeless / 8 adults entered the project during the reporting period = 0%,AdultsEntered,10,0,AdultMovedInLeavers,3,3 exited with benefits or health insurance / 4 adult leavers who moved into the project's housing = 75%,0.75,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,3,AdultsEntered,3 coming from shelter or streets (unsheltered) / 8 adults who entered the project during the reporting period = 38%,0.375,0,10,0,722,722,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
3,Medina - Medina County ADAMH Board - Northland II - PSH,0,ClientsServed,0,5,0 errors / 10 clients served = 0%,5,0,AdultsEntered,All points granted because 0 adults entered this project during the reporting period,NaN,10,10,0,10,10 exits to permanent housing or retention in PSH / 10 heads of household = 100%,1,12,12,0,HoHsServedLeavers,1,All points granted because 0 households entered the project during the reporting period,NA,5,HoHsEntered,5,0,NA,All points granted since 0 adults entered this project during the reporting period,AdultsEntered,10,10,0,8,AdultsMovedIn,8 increased income during their stay / 10 adults who moved into the project's housing = 80%,0.8,11,11,0,All points granted because this project had 0 leavers who moved into the project's housing,ClientsMovedInLeavers,0,NA,NA,0,NA,10,All points granted because 0 adults entered this project during the reporting period,AdultsEntered,10,NA,AdultMovedInLeavers,0,All points granted because this project had no adult leavers who moved into the project's housing,NaN,12,12,0,HoHsMovedInLeavers,0,,NA,0,NA,NA,0,AdultsEntered,All points granted because this project has 0 adults who entered the project,NaN,10,10,0,724,724,NA,NA,0,0,NA,NA,NA,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,NOT SCORED in 2020 due to COVID-19.,0,2,NOT SCORED in 2020 due to COVID-19.,2,0,NOT SCORED in 2020 due to COVID-19.
